age,workclass,education-num-bins,marital-status,occupation,relationship,race,sex,capital-gain,hours-per-week,native-country,Income
0.030670557354391757,0.27195685670261943,4,1,2,1,2.5,3,1,0.10398314126397556,3,0
0.8371089803598137,0.2849271940181031,4,5,5,5,2.5,3,1,-1.8754566242947877,3,0
-0.04264202655519207,0.21009293983368663,2,1,1,1,2.5,3,1,0.10398314126397556,3,0
1.0570467320885653,0.21009293983368663,2,5,1,5,1.5,3,1,0.10398314126397556,3,0
-0.7757678656510302,0.21009293983368663,4,5,4,5,1.5,1,1,0.10398314126397556,3,0
-0.11595461046477587,0.21009293983368663,4,5,5,5,2.5,1,1,0.10398314126397556,3,0
0.7637963964502299,0.21009293983368663,1,1,1,1,1.5,1,1,-1.655518872566036,2,0
0.9837341481789812,0.2849271940181031,2,5,5,5,2.5,3,1,0.4705460608118946,3,1
-0.5558301139222788,0.21009293983368663,4,1,4,1,2.5,1,1,0.8371089803598137,3,1
0.2506083090831432,0.21009293983368663,4,5,5,5,2.5,3,1,0.10398314126397556,3,1
-0.11595461046477587,0.21009293983368663,2,5,5,5,1.5,3,1,3.0364864976473283,3,1
-0.6291426978318626,0.27195685670261943,4,5,4,5,1.5,3,1,0.10398314126397556,5,1
-1.1423307851989493,0.21009293983368663,4,1,2,1,2.5,1,1,-0.6291426978318626,3,0
-0.48251753001269504,0.21009293983368663,3,1,3,1,1.5,3,1,0.8371089803598137,3,0
0.10398314126397556,0.21009293983368663,3,5,3,5,1.5,3,1,0.10398314126397556,3,1
-0.3358923621935273,0.21009293983368663,1,5,3,5,1.5,3,1,0.4705460608118946,1,0
-0.9957056173797816,0.2849271940181031,2,1,2,1,2.5,3,1,-0.2625797782839435,3,0
-0.48251753001269504,0.21009293983368663,2,1,2,1,2.5,3,1,0.10398314126397556,3,0
-0.04264202655519207,0.21009293983368663,2,5,3,5,2.5,3,1,0.8371089803598137,3,0
0.32392089299272697,0.2849271940181031,4,1,5,1,2.5,1,1,0.4705460608118946,3,1
0.10398314126397556,0.21009293983368663,4,5,4,5,2.5,3,1,1.570234819455652,3,1
1.1303593159981493,0.21009293983368663,2,1,1,1,1.5,1,1,-1.3622685369277008,3,0
-0.2625797782839435,0.38645833333333335,1,5,2,5,1.5,3,1,0.10398314126397556,3,0
0.32392089299272697,0.21009293983368663,2,5,3,5,2.5,3,1,0.10398314126397556,3,0
1.4969222355460683,0.21009293983368663,2,1,4,1,2.5,1,1,0.10398314126397556,3,0
1.2769844838173166,0.29479216435738176,4,5,4,5,2.5,3,1,0.10398314126397556,3,1
-1.4355811208372846,0.21009293983368663,2,1,3,1,2.5,3,1,0.10398314126397556,3,0
1.1303593159981493,0.21009293983368663,2,5,4,5,1.5,3,1,1.570234819455652,3,1
0.030670557354391757,0.21009293983368663,2,1,5,1,2.5,3,1,3.0364864976473283,3,0
0.7637963964502299,0.21009293983368663,2,5,3,5,2.5,3,1,0.10398314126397556,3,0
-1.1423307851989493,0.29479216435738176,3,1,4,1,2.5,3,1,0.9837341481789812,3,0
-1.3622685369277008,0.21009293983368663,2,1,3,1,1.5,3,1,0.3972334769023108,3,0
0.4705460608118946,0.21009293983368663,4,1,5,1,2.5,3,1,0.10398314126397556,3,0
-0.6291426978318626,0.38645833333333335,2,5,2,1,2.5,3,1,0.10398314126397556,3,0
-1.2156433691085329,0.27195685670261943,2,5,1,5,1.5,3,1,-1.7288314564756198,3,0
0.6904838125406461,0.21009293983368663,2,1,2,1,2.5,3,1,0.10398314126397556,2,0
-1.288955953018117,0.21009293983368663,2,1,2,1,2.5,3,1,0.10398314126397556,3,0
-1.4355811208372846,0.21009293983368663,2,5,2,5,2.5,1,1,-0.9957056173797816,3,0
-0.5558301139222788,0.21009293983368663,2,5,3,5,2.5,3,1,-0.04264202655519207,3,1
0.6904838125406461,0.2849271940181031,3,5,4,5,2.5,3,1,0.10398314126397556,3,0
-0.5558301139222788,0.21009293983368663,1,5,2,5,2.5,3,1,0.32392089299272697,3,0
1.0570467320885653,0.2849271940181031,4,5,4,5,2.5,3,1,0.10398314126397556,3,0
-1.0690182012893654,0.21009293983368663,4,5,4,5,2.5,3,1,0.8371089803598137,3,0
0.7637963964502299,0.21009293983368663,2,1,2,1,2.5,1,1,0.10398314126397556,3,0
-0.9957056173797816,0.21009293983368663,2,1,1,1,2.5,3,1,-0.2625797782839435,3,0
1.3502970677269004,0.38645833333333335,4,5,4,5,1.5,3,1,0.10398314126397556,3,1
1.0570467320885653,0.21009293983368663,2,5,2,5,2.5,3,1,-0.04264202655519207,3,0
